Date,Temp9am,Temp3pm,MinTemp,MaxTemp,Rainfall,RainToday,Evaporation,Sunshine,WindGustDir,WindGustSpeed,WindDir9am,WindDir3pm,WindSpeed9am,WindSpeed3pm,Humidity9am,Humidity3pm,Pressure9am,Pressure3pm,Cloud9am,Cloud3pm,ID
17-07-17,13.8,17.1,12.1,19.6,0.0,No,3.8,9.0,S,33,SSE,ESE,7,19,67,52,1012.8,1011.1,7,6,1628
18-07-17,14.6,18.2,13.5,19.0,9.8,Yes,6.8,3.6,WSW,50,SE,E,4,9,83,58,1005.4,1004.1,8,7,1629
19-07-17,8.7,12.2,8.5,16.0,3.4,Yes,2.0,4.3,SSW,74,W,SSW,35,22,84,87,1006.3,1010.7,5,7,1630
20-07-17,14.3,18.9,8.6,20.1,4.4,No,4.0,11.0,SE,35,W,SE,26,20,47,39,1019.8,1019.3,1,1,1631
21-07-17,14.0,18.5,12.4,19.5,0.2,No,4.8,8.8,ESE,28,WNW,ESE,13,20,77,52,1025.6,1024.0,7,1,1632
22-07-17,16.3,23.2,11.4,23.9,0.0,No,6.4,11.6,NNE,46,W,NE,9,19,65,41,1024.9,1020.9,0,2,1633
23-07-17,20.9,30.7,15.4,34.1,0.0,No,7.2,9.6,NNE,43,ESE,E,6,22,43,23,1018.4,1013.9,7,2,1634
24-07-17,21.7,20.8,20.3,21.8,0.0,No,11.4,11.7,SSW,39,SE,ESE,22,24,62,46,1016.4,1016.4,5,6,1635
25-07-17,19.4,20.4,16.6,21.5,0.0,No,7.4,8.2,ENE,41,ENE,NE,15,22,58,56,1022.7,1019.6,7,1,1636
26-07-17,17.7,24.1,15.9,25.6,0.0,No,6.6,9.8,NE,31,WNW,E,11,19,78,56,1016.4,1011.6,7,4,1637
27-07-17,22.8,24.6,16.6,33.8,0.0,No,6.8,11.8,SSE,56,WNW,S,22,33,44,57,1007.8,1008.5,1,2,1638
28-07-17,19.9,26.9,14.9,27.4,0.0,No,5.0,5.0,S,46,W,WNW,13,20,66,23,1013.7,1009.5,4,7,1639
29-07-17,15.6,18.0,15.1,18.7,0.0,Yes,6.0,6.6,SSE,80,SSE,S,30,39,68,40,1016.2,1019.7,7,2,1640
30-07-17,15.7,18.3,11.8,19.5,7.4,No,2.0,10.1,SSE,41,SE,ESE,19,20,56,41,1027.4,1026.5,6,3,1641
31-07-17,17.3,21.0,11.7,23.0,0.2,No,6.0,11.6,NE,46,W,NE,11,24,57,48,1024.3,1017.7,1,2,1642
01-08-17,18.2,24.8,13.8,25.6,0.0,No,8.2,10.5,NE,30,W,E,9,19,63,46,1013.0,1006.6,3,6,1643
02-08-17,18.4,20.0,16.9,21.2,0.0,No,9.0,3.3,S,56,ESE,E,6,19,68,66,1010.6,1007.3,8,7,1644
03-08-17,18.0,19.1,13.1,21.3,0.0,No,5.4,12.2,SSE,41,SSW,SE,7,24,39,40,1015.7,1016.4,1,1,1645
04-08-17,17.0,19.1,15.3,19.8,0.0,No,9.2,5.3,SSE,30,ESE,E,13,15,51,47,1025.5,1024.3,7,8,1646
05-08-17,17.2,20.8,12.1,21.7,0.0,No,3.6,9.4,ENE,44,WNW,E,9,30,59,55,1025.1,1021.2,6,2,1647
06-08-17,18.6,22.4,14.1,23.1,0.0,No,7.2,9.8,NE,43,WSW,ENE,2,24,65,48,1019.8,1015.7,5,6,1648
07-08-17,21.6,24.4,15.7,27.8,0.0,No,7.0,12.0,ENE,33,WNW,ESE,11,20,64,52,1016.1,1013.0,0,3,1649
08-08-17,22.6,24.7,16.8,33.3,0.0,No,8.0,5.2,W,52,WNW,E,9,20,55,57,1008.3,1002.0,7,7,1650
09-08-17,18.1,20.3,16.1,21.9,0.0,Yes,10.8,12.2,SSE,54,S,SSE,28,26,44,38,1015.2,1015.5,2,1,1651
10-08-17,15.5,17.8,13.7,18.5,1.6,Yes,5.6,0.0,SE,31,WSW,ESE,6,17,82,58,1020.9,1020.1,7,8,1652
11-08-17,18.3,21.9,14.8,22.9,1.4,No,2.6,9.3,NE,41,WNW,ENE,6,26,80,63,1020.5,1017.5,4,4,1653
12-08-17,21.5,24.3,17.0,25.1,0.2,No,5.2,10.0,NNE,52,ESE,NE,9,20,70,61,1018.7,1014.9,1,4,1654
13-08-17,24.0,23.9,19.6,25.4,0.0,No,9.0,8.9,NE,57,E,NE,15,30,65,61,1015.8,1012.7,6,4,1655
14-08-17,21.7,22.4,19.8,24.2,0.0,No,8.6,0.0,NE,35,NE,ENE,2,19,78,68,1013.8,1010.3,8,8,1656
15-08-17,24.1,23.4,19.9,27.3,0.0,Yes,3.8,8.4,ESE,35,ENE,E,4,20,58,64,1011.9,1011.7,6,7,1657
16-08-17,22.2,20.9,18.5,27.1,9.2,Yes,4.2,9.8,S,50,W,ENE,9,17,77,86,1014.0,1012.6,5,5,1658
17-08-17,19.6,18.5,16.6,20.9,11.4,No,7.4,7.0,SSE,50,SSE,SSE,28,26,56,54,1022.7,1023.1,6,6,1659
18-08-17,19.4,20.8,13.1,21.4,0.2,No,9.6,12.7,ESE,31,ESE,ESE,13,19,42,45,1028.6,1026.6,1,2,1660
19-08-17,19.4,22.0,13.0,23.7,0.0,No,6.0,11.3,NE,54,W,NE,13,31,55,51,1025.0,1019.7,4,7,1661
20-08-17,19.6,21.0,16.9,23.9,0.0,No,9.8,9.9,S,57,S,SSE,19,28,60,51,1020.3,1019.0,1,3,1662
21-08-17,16.9,18.4,15.9,20.7,0.0,No,8.0,0.3,E,31,E,E,15,20,80,71,1019.5,1017.4,8,8,1663
22-08-17,20.5,23.6,16.2,24.7,0.2,No,4.2,7.2,ENE,35,NE,ENE,19,17,72,62,1014.7,1010.7,8,7,1664
23-08-17,17.2,17.5,17.2,18.0,0.4,Yes,5.0,0.0,SSW,41,SSW,SSE,11,9,86,81,1012.7,1011.0,8,8,1665
24-08-17,17.4,19.8,15.1,21.3,10.4,No,2.4,7.0,SE,33,ESE,E,13,15,57,50,1016.7,1015.1,8,4,1666
25-08-17,19.2,22.2,15.3,23.1,0.0,No,6.0,12.2,S,70,W,NE,6,35,65,57,1012.9,1007.7,5,3,1667
26-08-17,18.1,19.9,12.8,21.1,0.0,Yes,8.4,6.9,S,50,W,SSW,17,26,44,45,1014.2,1015.6,2,3,1668
27-08-17,18.9,21.8,15.8,23.2,1.6,No,7.0,7.6,SSE,44,SSE,SE,28,22,61,50,1022.2,1021.6,7,3,1669
28-08-17,19.8,22.3,13.4,24.5,0.4,No,5.2,10.6,NNE,50,W,NE,9,24,60,59,1018.1,1012.2,7,6,1670
29-08-17,18.8,19.4,17.1,20.7,0.0,No,9.0,0.3,SSW,72,SSE,SE,22,22,66,59,1017.1,1017.0,7,7,1671
30-08-17,18.7,20.5,15.7,22.0,0.0,No,5.4,5.2,SSE,30,E,ESE,13,17,59,55,1020.3,1018.5,7,7,1672
31-08-17,21.0,23.8,16.4,25.4,0.0,No,5.2,10.8,ENE,39,ESE,E,9,28,67,63,1018.8,1014.8,5,1,1673
01-09-17,25.3,27.2,18.5,31.0,0.0,No,7.8,12.7,ENE,26,W,E,7,15,60,56,1013.9,1012.6,1,2,1674
02-09-17,22.5,24.1,20.7,27.2,0.0,Yes,9.4,2.9,WSW,41,S,ESE,7,20,74,69,1015.9,1012.3,8,7,1675
03-09-17,22.4,22.4,19.8,24.1,3.6,Yes,4.4,1.0,NE,44,ESE,SE,6,13,80,74,1014.1,1014.7,7,7,1676
04-09-17,20.5,21.9,18.4,24.5,10.2,Yes,3.2,0.0,E,26,SE,ESE,9,13,84,74,1018.4,1016.5,7,7,1677
05-09-17,23.6,26.2,19.9,27.0,1.2,No,2.4,8.3,NE,43,ESE,NE,6,20,71,63,1016.5,1013.6,6,2,1678
06-09-17,25.9,28.0,21.3,29.5,0.0,No,7.0,6.7,E,44,W,ENE,15,24,73,62,1013.6,1010.4,6,6,1679
07-09-17,23.2,24.1,20.2,26.2,0.0,No,11.0,10.9,E,30,ESE,E,9,19,70,68,1012.0,1008.6,6,3,1680
08-09-17,21.8,21.1,20.3,22.9,0.0,No,7.4,0.9,S,52,SE,SE,17,24,70,61,1013.8,1015.1,7,7,1681
09-09-17,21.8,23.5,18.4,24.8,0.0,No,5.6,12.4,E,30,ESE,E,7,19,54,54,1018.8,1016.6,4,1,1682
10-09-17,24.4,24.8,18.3,26.6,0.0,No,9.0,13.1,NNE,52,NE,ENE,17,26,59,60,1016.7,1014.1,1,0,1683
11-09-17,25.2,27.2,20.9,28.3,0.0,No,9.6,12.7,NE,52,NE,ENE,9,17,56,56,1016.1,1014.3,0,1,1684
12-09-17,25.6,27.0,21.6,28.0,0.0,No,11.6,13.1,E,33,ENE,E,13,20,65,56,1021.0,1019.7,3,1,1685
13-09-17,23.2,25.9,21.4,27.5,0.0,No,8.0,9.0,NNE,46,S,E,9,20,74,65,1022.5,1018.4,8,1,1686
14-09-17,27.3,39.8,20.9,42.3,0.0,No,9.8,8.7,NNW,69,SSE,NW,4,28,52,14,1005.8,999.1,6,6,1687
15-09-17,22.5,21.7,21.1,25.0,0.0,No,18.4,6.1,SSE,50,S,SSE,24,28,64,44,999.3,1002.1,6,6,1688
16-09-17,22.3,24.3,20.2,25.4,0.0,No,8.4,1.4,ENE,37,ENE,ENE,17,24,63,54,1009.7,1009.6,7,7,1689
17-09-17,25.0,27.3,21.2,29.6,0.0,No,6.2,10.0,NE,43,NE,ENE,4,15,62,59,1010.1,1005.5,3,5,1690
18-09-17,29.4,28.1,23.5,31.2,0.0,No,9.6,1.5,SSE,56,W,S,13,26,53,50,1005.8,1006.7,6,7,1691
19-09-17,22.4,22.2,20.7,23.8,0.0,Yes,6.2,0.0,SSW,56,ESE,SSE,13,19,71,77,1011.5,1008.5,8,7,1692
20-09-17,18.8,22.2,17.1,23.7,8.6,No,2.0,9.4,S,59,S,SSE,17,28,69,49,1015.2,1017.5,7,2,1693
21-09-17,20.5,23.1,16.8,24.9,0.2,No,9.8,10.8,NE,41,NW,E,6,17,62,53,1019.4,1016.7,3,3,1694
22-09-17,23.2,24.9,19.1,27.2,0.0,No,6.6,11.4,E,31,WNW,E,7,24,64,65,1014.6,1011.8,3,4,1695
23-09-17,24.3,26.5,21.4,29.0,0.0,No,8.2,12.1,ENE,41,NW,E,2,26,75,67,1012.5,1007.9,5,1,1696
24-09-17,28.9,44.7,21.7,45.8,0.0,No,9.0,8.4,S,78,E,E,13,15,62,14,1002.9,997.9,0,3,1697
25-09-17,22.7,22.4,21.5,24.8,0.0,No,12.6,2.3,SSE,50,S,SSE,19,20,65,59,1013.2,1013.8,6,8,1698
26-09-17,22.3,23.6,20.2,24.3,0.2,No,5.0,0.0,SSE,28,SE,ESE,13,15,67,59,1017.3,1016.1,7,8,1699
27-09-17,24.2,25.5,20.7,26.6,0.2,No,4.2,5.3,ENE,37,ESE,NE,2,17,71,52,1015.8,1013.4,7,7,1700
28-09-17,26.5,26.5,20.9,29.6,0.0,No,7.4,7.3,S,52,NNE,NE,17,17,63,63,1010.4,1007.4,2,7,1701
29-09-17,21.8,24.4,20.7,25.7,0.0,No,6.2,2.3,S,56,SSW,S,20,26,74,61,1015.3,1015.3,7,7,1702
30-09-17,22.7,29.3,20.4,29.8,0.0,No,7.2,10.5,SSW,33,SSW,ESE,20,20,70,52,1017.5,1015.3,7,2,1703
01-10-17,25.8,27.6,21.6,29.2,0.0,No,4.6,12.8,ENE,44,N,E,11,26,69,64,1012.9,1010.5,2,1,1704
02-10-17,26.5,27.0,23.7,28.2,0.0,Yes,11.4,8.3,NE,57,ENE,NE,17,30,73,70,1012.5,1011.1,7,6,1705
03-10-17,20.5,20.9,20.1,22.7,16.8,Yes,8.2,0.0,W,50,E,NNE,6,9,90,90,1009.2,1009.0,8,8,1706
04-10-17,22.7,21.6,20.5,23.0,15.8,Yes,2.2,0.0,NE,69,NE,ENE,7,24,88,92,1009.2,1008.1,8,8,1707
05-10-17,21.5,24.0,19.3,26.2,95.2,No,4.8,4.5,E,70,WNW,SSE,11,24,93,71,1001.7,1004.9,8,6,1708
06-10-17,22.2,24.9,19.8,26.0,0.8,No,5.6,8.5,ESE,28,SE,ESE,11,20,70,58,1014.7,1014.0,5,2,1709
07-10-17,25.9,27.2,21.0,27.8,0.0,Yes,5.6,12.2,NE,54,N,NE,19,24,66,64,1013.2,1008.4,3,1,1710
08-10-17,19.5,18.7,16.5,20.1,31.8,Yes,6.8,0.0,SSE,63,SE,SSE,26,26,86,85,1014.4,1016.2,8,8,1711
09-10-17,19.0,20.1,17.9,23.1,15.2,Yes,6.2,0.1,SSE,57,SE,SSE,30,31,73,78,1021.0,1020.8,7,8,1712
10-10-17,23.1,24.8,17.7,25.5,7.4,Yes,4.8,6.8,SE,56,SE,ESE,30,30,63,56,1021.6,1020.4,7,6,1713
11-10-17,23.7,25.1,19.5,26.1,4.4,No,6.6,9.6,ESE,39,E,ESE,22,22,53,49,1021.9,1020.9,3,3,1714
12-10-17,23.1,25.8,20.5,26.8,0.2,No,6.0,9.1,ENE,35,E,ENE,20,28,70,48,1021.7,1020.0,6,3,1715
13-10-17,21.6,25.6,20.2,27.3,0.0,No,7.4,7.6,ENE,39,NNW,ENE,6,24,78,55,1020.9,1018.4,7,3,1716
14-10-17,22.8,26.3,18.6,27.1,0.0,No,7.4,11.4,NE,39,WNW,NE,11,24,67,52,1019.9,1017.4,1,1,1717
15-10-17,22.4,26.2,20.3,26.8,0.0,No,7.8,6.1,E,31,W,E,9,20,67,57,1022.1,1020.5,4,4,1718
16-10-17,22.5,26.0,21.2,27.2,0.6,No,6.8,6.6,ENE,39,W,ENE,13,24,75,53,1021.3,1019.0,5,3,1719
17-10-17,22.3,25.5,19.6,28.0,0.0,No,7.4,9.8,ENE,35,W,ENE,7,20,67,49,1020.1,1017.5,5,5,1720
18-10-17,23.2,25.4,20.7,27.4,0.0,No,7.8,9.3,ENE,35,W,E,9,26,72,64,1020.7,1019.6,5,5,1721
19-10-17,21.9,25.7,20.4,26.4,0.0,No,6.4,7.9,E,30,W,E,13,19,78,58,1021.0,1018.4,7,2,1722
20-10-17,21.5,26.3,18.3,28.3,0.0,No,5.4,11.1,NE,46,W,NE,7,26,72,52,1014.5,1010.9,1,1,1723
21-10-17,23.1,24.0,20.8,24.3,0.0,No,7.8,1.3,SSW,43,SSE,SSW,7,11,72,68,1012.0,1011.2,6,7,1724
22-10-17,20.8,22.5,19.7,25.0,1.0,No,2.6,2.0,SSW,43,SSW,SSW,24,26,78,70,1016.1,1015.7,7,7,1725
23-10-17,23.3,25.8,20.1,28.7,0.2,No,4.2,10.7,E,31,N,E,11,20,70,65,1013.6,1008.9,1,3,1726
24-10-17,19.2,23.2,18.7,24.0,0.0,No,6.8,10.8,SSW,65,SSW,SSW,24,31,48,35,1013.0,1015.0,2,1,1727
25-10-17,16.8,22.3,13.9,23.8,0.0,No,8.6,10.2,SSW,41,W,ESE,20,24,55,44,1021.1,1020.2,2,2,1728
26-10-17,16.3,23.0,14.3,24.7,0.0,No,6.4,10.7,ESE,28,W,ESE,17,19,66,48,1024.2,1022.8,2,3,1729
27-10-17,19.3,24.5,16.1,24.8,0.0,No,5.4,9.9,NE,37,WNW,E,13,20,71,53,1025.4,1022.3,3,3,1730
28-10-17,21.1,25.0,18.5,26.3,0.0,No,6.6,8.0,NNE,54,NNE,NE,7,26,60,50,1019.4,1014.3,2,7,1731
29-10-17,26.1,31.5,21.1,31.8,0.0,No,6.8,4.4,NW,59,NNW,NNW,20,20,56,41,1013.5,1011.0,6,7,1732
30-10-17,24.2,24.0,21.6,27.0,1.0,No,8.4,8.5,ESE,30,ESE,E,4,24,73,73,1016.5,1013.7,4,5,1733
31-10-17,22.6,26.4,20.6,28.4,0.8,No,4.8,10.5,E,28,WNW,E,9,17,71,65,1015.9,1011.5,1,1,1734
01-11-17,21.8,29.5,17.9,30.0,0.0,No,7.0,11.0,S,30,WNW,S,19,13,57,49,1018.3,1017.5,1,2,1735
02-11-17,21.7,25.5,20.6,26.9,0.0,No,4.4,4.3,ENE,39,WNW,ENE,9,24,83,73,1019.4,1016.3,7,7,1736
03-11-17,23.4,26.7,20.8,27.7,0.0,No,5.4,10.8,NNE,48,W,ENE,0,22,75,64,1019.0,1015.7,1,1,1737
04-11-17,23.4,30.9,21.5,33.5,0.0,Yes,7.0,7.3,W,37,E,E,2,11,71,34,1016.8,1012.1,1,7,1738
05-11-17,19.2,20.9,16.7,22.3,3.0,No,8.0,8.3,SSE,44,SW,SSE,22,20,48,48,1018.5,1017.7,1,7,1739
06-11-17,18.7,22.6,14.8,23.6,0.0,No,5.2,10.6,NE,35,W,ENE,13,24,62,53,1017.6,1012.8,1,6,1740
07-11-17,18.3,24.4,17.9,25.4,0.0,Yes,5.0,7.3,SSE,44,WSW,S,13,28,78,38,1011.4,1010.8,7,6,1741
08-11-17,18.6,23.5,17.4,24.3,2.8,No,6.6,5.8,W,26,WSW,E,13,17,83,56,1017.9,1015.5,6,3,1742
09-11-17,19.0,25.4,16.3,26.2,0.0,Yes,3.8,10.9,SW,39,W,ESE,19,19,67,41,1016.0,1013.8,0,2,1743
10-11-17,17.0,18.0,17.0,18.6,27.4,Yes,6.6,0.0,S,48,S,S,22,20,88,79,1020.9,1021.7,7,8,1744
11-11-17,16.6,17.7,15.7,20.9,61.4,Yes,5.0,0.4,SSW,31,SE,SE,17,9,93,89,1028.2,1027.8,8,8,1745
12-11-17,17.5,22.9,15.6,23.6,18.4,Yes,0.8,4.3,W,24,WNW,ENE,9,7,83,55,1030.4,1028.4,7,6,1746
13-11-17,17.0,18.8,15.6,20.6,2.4,Yes,3.6,1.6,NE,31,W,SE,11,6,93,75,1028.0,1025.2,5,7,1747
14-11-17,19.0,22.2,14.2,22.7,3.8,Yes,2.4,7.0,W,22,W,E,9,15,73,62,1024.5,1021.6,3,3,1748
15-11-17,18.4,22.5,14.6,24.2,2.0,Yes,3.4,8.3,ESE,26,W,ESE,15,17,72,61,1025.3,1023.9,1,6,1749
16-11-17,16.7,20.7,15.6,22.0,5.2,Yes,2.4,3.6,WNW,24,WNW,ESE,15,6,90,73,1026.7,1024.3,6,3,1750
17-11-17,18.9,23.0,14.4,24.1,2.0,No,2.2,10.4,ENE,30,WNW,ENE,13,20,72,57,1024.8,1021.3,1,2,1751
18-11-17,19.0,24.7,15.2,25.3,0.0,No,4.6,10.8,NE,26,WNW,ENE,13,17,71,43,1023.5,1021.6,1,1,1752
19-11-17,19.7,24.2,15.6,26.0,0.0,No,4.4,10.3,ENE,31,WNW,ENE,13,19,73,47,1025.9,1022.8,1,1,1753
20-11-17,19.6,23.7,15.7,25.4,0.0,No,4.8,10.7,NE,35,W,NE,17,22,71,55,1021.5,1016.4,1,1,1754
21-11-17,19.0,25.2,16.1,27.7,0.0,No,5.4,10.6,W,24,W,ENE,17,13,72,54,1013.9,1010.9,2,2,1755
22-11-17,19.0,26.2,17.4,27.9,0.0,Yes,5.8,5.7,S,37,W,E,9,11,75,49,1010.1,1007.4,7,4,1756
23-11-17,17.2,21.4,16.9,22.0,7.0,No,3.2,4.4,SSW,41,W,S,17,20,88,69,1015.0,1013.5,8,6,1757
24-11-17,17.7,21.9,14.2,23.6,0.0,No,4.0,7.7,SSE,30,WNW,SSE,13,17,75,65,1016.7,1014.0,1,7,1758
25-11-17,18.5,21.4,15.4,24.5,0.2,No,2.6,9.1,S,41,WNW,SSE,15,26,76,69,1014.7,1012.5,1,6,1759
26-11-17,15.3,20.0,13.3,20.2,0.4,Yes,4.6,10.5,SW,65,WSW,SSW,20,35,50,39,1014.7,1012.8,2,4,1760
27-11-17,14.6,17.5,12.2,19.0,33.6,Yes,4.8,1.2,SE,65,S,SSE,17,30,92,68,1013.7,1014.1,8,7,1761
28-11-17,14.4,20.0,10.9,22.2,32.8,No,2.8,9.7,W,33,W,ESE,15,15,71,56,1016.1,1012.4,1,1,1762
29-11-17,14.6,24.2,13.9,24.7,0.2,No,2.6,8.1,WSW,41,WNW,W,13,11,85,39,1011.0,1006.9,6,2,1763
30-11-17,16.9,23.4,12.7,25.3,0.2,No,3.6,10.4,WSW,43,W,ESE,15,15,57,43,1012.7,1011.7,1,2,1764
01-12-17,15.5,23.4,12.3,23.8,0.0,No,3.6,10.8,W,35,W,ESE,20,13,62,27,1018.9,1015.9,1,1,1765
02-12-17,15.1,20.3,12.5,23.2,0.0,No,4.8,10.1,W,33,W,ESE,20,17,52,45,1021.8,1019.5,2,1,1766
03-12-17,17.3,25.9,14.0,27.2,0.0,No,3.4,10.7,W,41,W,SW,17,13,56,30,1022.6,1019.1,1,0,1767
04-12-17,17.2,22.6,14.0,26.3,0.0,No,4.4,9.5,ENE,26,W,ENE,17,19,65,51,1022.0,1017.7,1,1,1768
05-12-17,18.6,28.1,14.4,28.7,0.0,No,4.6,10.1,WNW,28,W,WNW,7,15,59,29,1019.0,1016.0,1,1,1769
06-12-17,18.5,22.6,15.9,26.5,0.0,No,6.2,9.3,WNW,26,WNW,ESE,13,13,59,73,1022.4,1020.9,1,3,1770
07-12-17,19.7,20.5,18.4,22.7,0.0,No,2.8,4.0,SSW,35,SSW,SSE,15,19,80,71,1025.6,1022.4,7,7,1771
08-12-17,18.1,24.2,16.9,25.0,0.0,No,1.2,7.4,S,37,WNW,SE,15,17,86,61,1018.7,1014.3,7,5,1772
09-12-17,15.1,18.7,14.4,20.3,0.0,No,5.6,7.4,S,46,W,S,13,20,53,51,1025.3,1025.2,1,4,1773
10-12-17,14.0,20.9,11.1,22.9,0.0,No,3.0,10.2,N,31,WNW,ENE,19,19,72,51,1026.7,1020.5,1,7,1774
11-12-17,17.4,20.2,14.0,26.4,0.0,No,4.4,6.2,SSE,56,W,SSE,19,37,50,56,1017.9,1018.5,7,3,1775
12-12-17,14.5,19.7,12.7,20.1,0.0,No,6.4,9.1,SSE,37,W,S,15,7,56,38,1025.1,1022.1,6,1,1776
13-12-17,14.3,19.2,10.8,20.1,0.0,No,3.4,8.2,SSW,35,W,S,13,17,68,60,1026.6,1024.5,3,7,1777
14-12-17,15.2,19.9,11.7,21.5,0.0,No,3.0,8.8,ESE,31,W,SSE,13,19,76,55,1028.7,1027.1,2,6,1778
15-12-17,15.2,21.2,12.4,21.6,0.0,No,3.4,5.3,WNW,22,W,E,13,9,80,51,1031.1,1028.1,7,4,1779
16-12-17,14.7,22.0,12.1,23.2,0.0,No,1.8,10.2,W,24,W,ENE,17,13,79,54,1030.7,1027.4,1,1,1780
17-12-17,14.3,22.9,12.5,23.5,0.0,No,3.6,10.0,W,26,W,SE,20,13,77,53,1030.8,1028.4,1,1,1781
18-12-17,15.2,20.8,13.0,22.1,0.0,No,2.0,4.3,ENE,31,W,ENE,22,22,77,69,1030.2,1027.5,5,6,1782
19-12-17,14.3,21.4,14.0,22.1,0.0,No,3.6,7.0,ENE,28,W,ENE,13,13,93,59,1027.2,1022.7,8,2,1783
20-12-17,14.4,21.9,13.7,22.8,0.0,No,2.0,1.8,NNW,28,W,NNE,9,11,88,53,1018.9,1014.2,7,8,1784
21-12-17,14.2,20.0,14.2,21.3,0.0,No,2.4,6.9,W,41,W,SE,20,13,60,31,1013.8,1011.1,7,6,1785
22-12-17,13.6,20.1,9.2,20.6,0.2,No,2.8,9.8,W,46,W,WNW,15,28,59,34,1013.2,1009.6,1,3,1786
23-12-17,16.9,19.4,13.6,20.6,0.0,No,5.4,8.3,W,50,NNW,W,22,31,55,36,1010.3,1007.3,2,3,1787
24-12-17,14.7,18.6,12.2,19.6,0.0,No,4.6,10.1,WSW,57,WSW,WSW,24,28,50,33,1011.9,1010.4,1,1,1788
25-12-17,13.2,19.1,11.1,20.6,0.0,No,3.8,10.1,WSW,41,W,W,17,22,53,31,1014.7,1011.8,1,1,1789
26-12-17,12.1,19.0,9.8,20.2,0.0,No,3.6,9.1,W,39,W,W,20,20,54,30,1016.8,1014.1,2,1,1790
27-12-17,11.3,19.6,10.1,20.7,0.0,No,4.0,8.5,W,44,W,WSW,19,22,61,37,1018.7,1014.7,4,3,1791
28-12-17,15.4,21.8,10.1,22.5,0.0,No,4.0,9.1,W,54,W,SW,22,20,55,32,1015.3,1012.3,3,7,1792
29-12-17,11.2,14.5,9.4,16.0,0.0,Yes,2.2,1.3,WNW,31,WNW,SSW,17,20,71,79,1015.0,1010.1,6,8,1793
30-12-17,13.4,16.4,10.6,17.4,27.2,Yes,5.2,0.7,SSE,48,WSW,SE,11,22,93,71,1013.7,1012.7,7,6,1794
31-12-17,13.0,20.1,12.7,20.6,30.6,Yes,2.4,5.8,SE,48,W,SSE,28,24,89,47,1019.1,1017.9,7,7,1795
01-01-18,12.2,20.8,10.6,21.3,20.0,No,3.8,9.4,W,41,W,SSE,22,15,83,50,1023.7,1022.1,1,1,1796
02-01-18,11.3,20.2,9.5,21.3,0.0,Yes,1.8,10.1,W,30,W,NE,20,4,70,45,1025.7,1023.0,1,1,1797
03-01-18,11.6,19.4,10.6,20.2,3.4,Yes,3.2,7.1,SSW,41,W,SSE,22,24,84,58,1029.4,1028.2,5,5,1798
04-01-18,12.9,17.8,11.6,19.3,28.6,No,1.2,3.2,ENE,30,WNW,E,11,15,94,75,1032.8,1030.2,8,8,1799
05-01-18,12.3,20.6,11.3,21.1,0.2,No,2.0,4.9,W,20,W,ENE,15,15,94,60,1031.4,1027.8,8,3,1800
06-01-18,12.8,20.0,11.7,21.4,0.0,No,2.6,5.7,E,24,WNW,ENE,15,7,90,67,1029.3,1025.9,4,5,1801
07-01-18,13.9,24.1,11.8,24.9,0.0,No,1.6,9.1,W,41,W,NNE,9,13,84,40,1028.0,1023.8,1,5,1802
08-01-18,18.7,19.9,13.9,21.2,0.0,Yes,4.0,3.0,NW,52,N,N,11,17,62,61,1019.4,1014.1,6,7,1803
09-01-18,14.7,14.0,14.4,15.8,14.8,Yes,3.0,1.8,S,81,W,SW,20,24,92,68,1006.1,1009.8,8,7,1804
10-01-18,11.7,19.1,9.9,19.5,34.4,No,4.6,9.7,W,41,W,SSE,24,13,57,44,1020.5,1018.9,1,1,1805
11-01-18,12.2,20.7,10.3,21.1,0.0,No,3.6,9.3,W,41,W,S,24,9,66,53,1026.3,1023.8,3,1,1806
12-01-18,11.7,18.3,10.5,19.3,0.0,No,3.4,2.3,W,26,WNW,ENE,7,13,87,70,1025.8,1021.6,8,7,1807
13-01-18,14.9,19.2,11.7,20.1,0.0,No,1.6,2.3,NNW,26,W,NNE,15,6,61,59,1022.8,1020.0,7,8,1808
14-01-18,18.5,21.6,14.9,22.2,0.0,No,2.0,1.8,SSE,41,NNW,SSW,20,15,70,55,1019.8,1018.5,8,6,1809
15-01-18,14.2,17.5,13.5,19.2,0.0,No,3.0,1.5,SSE,43,W,SE,19,11,73,53,1030.7,1028.6,7,7,1810
16-01-18,12.6,18.4,11.0,18.9,0.0,No,7.0,6.9,ENE,26,W,ENE,13,15,80,63,1028.6,1024.3,4,7,1811
17-01-18,11.1,18.5,10.5,21.5,0.0,No,1.4,3.9,NNW,28,W,WNW,13,17,90,67,1021.6,1018.7,2,8,1812
18-01-18,11.3,18.4,10.5,19.6,0.8,No,0.2,8.5,W,30,W,WNW,17,9,94,54,1021.0,1017.6,3,6,1813
19-01-18,11.6,15.8,10.4,16.0,0.0,Yes,2.0,1.0,W,41,WNW,W,13,19,85,90,1015.1,1009.7,7,6,1814
20-01-18,13.4,20.1,10.6,20.9,8.4,No,0.6,8.6,NW,48,WNW,WNW,15,20,89,45,1007.0,1004.3,3,3,1815
21-01-18,14.0,18.5,11.7,20.1,0.0,No,3.6,7.0,W,46,NNW,WSW,17,22,64,46,1005.2,1002.9,2,6,1816
22-01-18,13.8,17.3,13.0,17.6,0.0,No,4.0,5.0,WSW,43,WSW,SSW,24,11,58,46,1009.9,1009.9,4,7,1817
